ID,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,property_value,income,Credit_Score,LTV,dtir1,loan_type,loan_purpose,Credit_Worthiness,age,Region,occupancy_type,business_or_commercial,Status
124660,186500,4.875,1.1457,250,360,248000,9540,647,75.2016129,30,type1,p3,l1,45-54,North,pr,nob/c,0
124661,66500,NULL,NULL,NULL,180,68000,3720,579,97.79411765,52,type2,p3,l1,55-64,central,pr,b/c,1
124662,276500,4.875,1.0508,1495.92,360,328000,3960,690,84.29878049,42,type1,p4,l2,55-64,North,pr,nob/c,0
124663,516500,3.625,0.1359,6489,360,628000,13380,597,82.24522293,18,type1,p4,l1,25-34,south,pr,nob/c,0
124664,476500,NULL,NULL,NULL,360,NULL,10560,578,NULL,NULL,type1,p1,l1,55-64,North,pr,nob/c,1
124665,546500,NULL,NULL,NULL,360,558000,10080,602,97.9390681,38,type1,p4,l1,35-44,south,pr,nob/c,1
124666,226500,NULL,NULL,NULL,360,338000,4680,784,67.01183432,52,type1,p4,l2,45-54,south,ir,nob/c,1
124667,276500,NULL,NULL,NULL,180,NULL,4920,579,NULL,NULL,type1,p4,l1,55-64,south,pr,nob/c,1
124668,356500,3.75,0.022,0,360,508000,7440,766,70.17716535,24,type1,p4,l1,35-44,south,pr,nob/c,0
124669,1276500,NULL,NULL,NULL,360,1598000,19200,813,79.88110138,49,type1,p1,l1,35-44,south,pr,nob/c,1
124670,246500,3.25,0.3481,4850,180,418000,7500,521,58.97129187,20,type1,p3,l1,55-64,North,pr,nob/c,0
124671,156500,3.99,0.2722,1875,360,268000,6540,658,58.39552239,47,type1,p1,l1,>74,North,pr,nob/c,0
124672,36500,NULL,NULL,NULL,360,NULL,2280,777,NULL,NULL,type2,p4,l2,35-44,south,pr,b/c,1
124673,196500,3.49,0.7155,6534.16,360,228000,2880,819,86.18421053,41,type2,p3,l1,55-64,North,pr,b/c,0
124674,126500,NULL,NULL,NULL,360,NULL,6000,511,NULL,NULL,type3,p1,l1,55-64,North,pr,nob/c,1
124675,246500,3.125,0.2677,507.91,360,488000,4260,730,50.51229508,46,type2,p1,l1,55-64,North,pr,b/c,0
124676,346500,3.5,0.0838,4694.45,360,358000,6120,533,96.7877095,48,type3,p3,l1,45-54,central,pr,nob/c,0
124677,316500,3.875,-0.0296,8421.09,360,908000,15600,799,34.85682819,37,type1,p4,l1,55-64,North,pr,nob/c,0
124678,306500,3.625,-0.1049,3548.75,360,608000,2880,652,50.41118421,49,type1,p3,l2,>74,North,pr,nob/c,0
124679,526500,4.875,1.277,0,360,588000,12780,735,89.54081633,34,type1,p1,l1,35-44,North,pr,nob/c,0
124680,676500,3.99,0.2805,6334.87,360,978000,14160,642,69.17177914,37,type1,p4,l1,35-44,North,pr,nob/c,0
124681,726500,NULL,NULL,NULL,360,NULL,15600,893,NULL,NULL,type1,p1,l1,55-64,south,pr,nob/c,1
124682,436500,3.75,0.0858,6457.5,360,618000,7200,798,70.63106796,31,type1,p4,l1,55-64,south,pr,nob/c,0
124683,736500,NULL,NULL,NULL,360,NULL,12240,547,NULL,NULL,type1,p4,l1,35-44,North,pr,nob/c,1
124684,176500,NULL,NULL,NULL,360,NULL,6480,653,NULL,NULL,type1,p3,l1,65-74,south,ir,nob/c,1
124685,586500,NULL,NULL,NULL,360,588000,15360,779,99.74489796,38,type1,p2,l1,55-64,North,pr,nob/c,1
124686,156500,NULL,NULL,NULL,360,NULL,2100,690,NULL,NULL,type3,p3,l1,>74,North,pr,nob/c,1
124687,156500,NULL,NULL,NULL,360,NULL,0,534,NULL,NULL,type1,p2,l1,55-64,North,ir,nob/c,1
124688,136500,NULL,NULL,NULL,360,138000,2460,765,98.91304348,45,type1,p1,l1,35-44,central,pr,nob/c,1
124689,296500,4,-0.1422,0,360,798000,6000,550,37.15538847,32,type1,p4,l1,65-74,North,pr,nob/c,0
124690,406500,3.99,0.2349,0,360,468000,6900,670,86.85897436,30,type1,p4,l1,35-44,North,pr,nob/c,0
124691,606500,3.69,0.1869,1777.24,360,648000,7380,607,93.59567901,38,type1,p1,l1,25-34,central,pr,nob/c,0
124692,166500,3.625,0.0174,2816.53,360,168000,1860,737,99.10714286,60,type3,p3,l1,>74,North,pr,nob/c,0
124693,386500,3.99,0.7147,5208.49,360,498000,7920,570,77.61044177,37,type2,p3,l1,45-54,south,pr,b/c,0
124694,106500,3.99,1.3243,3087.5,180,478000,33780,511,22.28033473,17,type1,p2,l1,55-64,North,sr,nob/c,0
124695,396500,3.99,0.4024,5540.55,360,578000,3480,597,68.59861592,49,type1,p4,l1,65-74,south,pr,nob/c,0
124696,446500,NULL,NULL,NULL,240,1098000,8640,873,40.66484517,45,type1,p3,l1,55-64,south,pr,nob/c,1
124697,366500,4,-0.0608,863.02,360,458000,5760,530,80.02183406,34,type1,p1,l1,35-44,North,pr,nob/c,0
124698,96500,3.75,1.3737,3854,156,198000,4200,652,48.73737374,38,type1,p3,l1,55-64,south,pr,nob/c,0
124699,326500,4.125,0.5047,131.49,360,458000,5340,700,71.28820961,42,type1,p3,l1,25-34,south,pr,nob/c,0
124700,106500,4.875,1.4071,2875,360,208000,2400,898,51.20192308,37,type1,p3,l1,35-44,North,pr,nob/c,0
124701,246500,3.875,0.4086,7723.5,360,308000,6600,897,80.03246753,22,type1,p4,l1,45-54,south,pr,nob/c,0
124702,526500,4.5,1.0651,4201.5,360,558000,8700,758,94.35483871,47,type1,p4,l1,25-34,North,pr,nob/c,0
124703,126500,3.99,0.4177,1781.25,360,268000,2700,613,47.20149254,32,type1,p1,l1,65-74,North,pr,nob/c,0
124704,476500,4.375,-0.013,0,360,688000,9420,853,69.25872093,35,type1,p4,l1,45-54,south,pr,nob/c,0
124705,126500,4.125,0.3743,1873.5,360,328000,3600,641,38.56707317,26,type1,p1,l1,25-34,south,pr,nob/c,0
124706,626500,4.5,0.5001,0,360,668000,13200,623,93.78742515,23,type1,p1,l1,25-34,south,pr,nob/c,0
124707,416500,NULL,NULL,NULL,360,528000,5940,670,78.88257576,34,type1,p1,l1,25-34,south,pr,nob/c,1
124708,406500,NULL,NULL,NULL,360,508000,5400,754,80.01968504,44,type1,p2,l1,55-64,North,pr,nob/c,1
124709,526500,4.18,0.2492,11032.48,360,698000,10920,690,75.42979943,35,type1,p4,l2,35-44,North,pr,nob/c,0
124710,336500,NULL,NULL,NULL,360,408000,5160,797,82.4754902,35,type2,p4,l1,25-34,south,pr,b/c,1
124711,516500,3.875,0.1778,0,360,598000,7200,662,86.37123746,44,type1,p4,l1,35-44,south,pr,nob/c,0
124712,336500,3.125,0.0244,4176,180,468000,8400,741,71.9017094,39,type1,p4,l1,55-64,south,pr,nob/c,0
124713,246500,3.99,0.6277,6350,360,328000,4260,815,75.15243902,43,type1,p3,l1,55-64,south,pr,nob/c,0
124714,206500,4.125,0.1552,618.69,360,228000,3540,667,90.57017544,39,type1,p1,l1,25-34,North,pr,nob/c,0
124715,166500,4.5,0.6215,4524.55,360,278000,2280,869,59.89208633,42,type1,p3,l1,65-74,south,pr,nob/c,0
124716,96500,4.125,0.9278,2168.87,360,108000,3000,589,89.35185185,28,type3,p1,l1,35-44,south,pr,nob/c,0
124717,126500,NULL,NULL,NULL,180,328000,3360,633,38.56707317,59,type1,p2,l1,45-54,south,pr,nob/c,1
124718,276500,4.375,1.0773,2034.78,360,278000,4680,544,99.46043165,42,type2,p1,l1,25-34,North,pr,b/c,0
124719,146500,4.375,0.1383,1879,360,168000,3300,657,87.20238095,49,type1,p1,l1,45-54,south,pr,nob/c,0
124720,706500,NULL,NULL,NULL,240,928000,6540,558,76.13146552,35,type1,p3,l1,65-74,south,pr,nob/c,1
124721,386500,3.125,0.0392,494,180,558000,13440,769,69.26523297,31,type1,p4,l1,35-44,North,pr,nob/c,0
124722,446500,NULL,NULL,NULL,360,NULL,6780,812,NULL,NULL,type1,p4,l1,25-34,North,pr,nob/c,1
124723,216500,3.625,0.9647,5758.83,180,368000,6000,801,58.83152174,44,type1,p3,l1,55-64,south,pr,nob/c,0
124724,206500,4.375,0.8988,4900,180,318000,6240,552,64.93710692,30,type1,p3,l1,55-64,North,pr,nob/c,0
124725,486500,4.625,0.5023,1759.38,360,658000,5340,503,73.93617021,44,type1,p3,l1,45-54,south,pr,nob/c,0
124726,226500,4.75,1.3571,0,360,258000,10380,758,87.79069767,30,type2,p3,l1,45-54,south,pr,b/c,0
124727,336500,3.125,-0.5865,0,360,358000,NULL,650,93.99441341,NULL,type3,p4,l1,25-34,North,pr,nob/c,0
124728,236500,NULL,NULL,NULL,360,308000,4080,892,76.78571429,40,type2,p3,l1,45-54,south,pr,b/c,1
124729,596500,4.375,0.0695,1971.37,360,748000,6900,801,79.7459893,40,type1,p1,l1,35-44,central,pr,nob/c,0
124730,226500,NULL,NULL,NULL,360,278000,NULL,699,81.47482014,NULL,type2,p4,l1,65-74,North,pr,b/c,1
124731,86500,4.75,1.2607,2755,360,158000,2040,836,54.74683544,30,type1,p3,l1,65-74,south,pr,nob/c,0
124732,266500,3.75,1.0889,2644.2,360,288000,6120,816,92.53472222,49,type2,p4,l1,35-44,south,pr,b/c,0
124733,336500,3.75,0.0248,3000,360,458000,4140,521,73.47161572,41,type1,p4,l1,25-34,North,pr,nob/c,0
124734,436500,3.875,0.0261,0,360,428000,5280,774,101.9859813,59,type3,p1,l2,45-54,south,pr,nob/c,0
124735,126500,4.875,1.0706,3150,360,208000,3180,518,60.81730769,31,type1,p3,l1,65-74,south,pr,nob/c,0
124736,526500,3.75,0.3012,7400,360,558000,9180,517,94.35483871,27,type1,p1,l1,25-34,North,pr,nob/c,0
124737,396500,NULL,NULL,NULL,360,NULL,8340,719,NULL,NULL,type1,p3,l1,55-64,south,pr,nob/c,1
124738,326500,4.125,0.7684,785.2,360,398000,9360,873,82.03517588,46,type2,p1,l1,25-34,North,pr,b/c,0
124739,386500,4.25,1.4664,12396.14,240,478000,10080,624,80.85774059,36,type1,p3,l1,35-44,North,pr,nob/c,0
124740,146500,3.99,1.2359,1445,360,178000,8400,720,82.30337079,38,type2,p3,l1,55-64,North,pr,b/c,0
124741,76500,3.99,0.5666,2411.08,360,78000,1020,717,98.07692308,40,type2,p1,l2,45-54,North,pr,b/c,0
124742,176500,4.625,0.2836,750,360,198000,2160,567,89.14141414,48,type1,p1,l1,25-34,south,pr,nob/c,0
124743,56500,5.5,1.4894,1943.5,360,88000,3720,857,64.20454545,46,type1,p4,l1,35-44,south,ir,nob/c,0
124744,196500,3.75,0.2513,4675,360,458000,2520,752,42.90393013,44,type1,p4,l1,55-64,south,pr,nob/c,0
124745,526500,3.99,0.4169,12614.9,360,678000,5040,886,77.65486726,49,type1,p3,l1,55-64,North,pr,nob/c,0
124746,276500,5.25,1.9333,3377.22,360,278000,7560,892,99.46043165,33,type2,p1,l1,55-64,central,pr,b/c,0
124747,216500,3.5,0.48,0,360,238000,2520,828,90.96638655,40,type2,p1,l1,65-74,North,pr,b/c,0
124748,196500,4.375,0.2826,500,360,218000,2040,517,90.13761468,47,type1,p1,l2,25-34,North,pr,nob/c,0
124749,366500,NULL,NULL,NULL,360,278000,7440,589,131.8345324,41,type1,p4,l1,45-54,North,pr,nob/c,1
124750,806500,NULL,NULL,NULL,360,1188000,9420,680,67.88720539,42,type1,p3,l1,35-44,south,pr,nob/c,1
124751,176500,4.375,0.9191,4620.82,360,208000,3060,663,84.85576923,57,type2,p4,l1,55-64,North,pr,b/c,0
124752,286500,2.99,-0.5272,9940,360,618000,6540,675,46.3592233,36,type3,p3,l1,65-74,North,pr,nob/c,0
124753,386500,NULL,NULL,NULL,360,NULL,5400,680,NULL,NULL,type1,p4,l2,35-44,south,pr,nob/c,1
124754,356500,NULL,NULL,NULL,360,778000,5940,794,45.82262211,39,type1,p1,l1,45-54,North,pr,nob/c,1
124755,176500,NULL,NULL,NULL,300,NULL,2400,755,NULL,NULL,type2,p1,l2,45-54,North,pr,b/c,1
124756,476500,NULL,NULL,NULL,360,588000,5460,524,81.03741497,49,type1,p4,l1,>74,North,pr,nob/c,1
124757,256500,3.625,0.779,5185,360,368000,6420,813,69.70108696,30,type2,p3,l1,35-44,south,pr,b/c,0
124758,226500,NULL,NULL,NULL,360,348000,2880,671,65.0862069,40,type1,p3,l1,55-64,south,pr,nob/c,1
124759,616500,3.625,0.487,0,240,998000,10980,767,61.77354709,48,type1,p4,l1,35-44,south,pr,nob/c,0
124760,276500,NULL,NULL,NULL,360,298000,2820,731,92.7852349,54,type1,p1,l1,>74,south,pr,nob/c,1
124761,266500,4.625,0.5793,651.92,360,338000,6240,707,78.84615385,42,type1,p4,l1,55-64,south,pr,nob/c,0
124762,406500,NULL,NULL,NULL,360,498000,7740,740,81.62650602,17,type2,p3,l1,55-64,south,pr,b/c,1
124763,566500,4.25,-0.091,1353.1,360,718000,7020,713,78.89972145,44,type1,p4,l1,35-44,south,pr,nob/c,0
124764,96500,NULL,NULL,NULL,360,98000,2940,672,98.46938776,30,type3,p3,l1,55-64,North,pr,nob/c,1
124765,116500,3.75,1.0093,3568,180,148000,2520,724,78.71621622,34,type1,p3,l1,45-54,south,pr,nob/c,0
124766,436500,4.56,0.046,2773.75,360,568000,9360,521,76.84859155,41,type1,p4,l1,25-34,North-East,pr,nob/c,0
124767,286500,3.5,-0.1555,3375,360,348000,7440,617,82.32758621,37,type1,p1,l1,55-64,North,pr,nob/c,0
124768,246500,3.99,0.4638,6124,324,318000,4200,875,77.51572327,47,type1,p4,l1,35-44,North,pr,nob/c,0
124769,246500,4.125,0.4385,4550,360,688000,2940,805,35.82848837,44,type1,p3,l1,55-64,south,pr,nob/c,0
124770,596500,4.75,1.1547,6613.58,360,848000,9660,815,70.34198113,40,type1,p4,l1,45-54,central,pr,nob/c,0
124771,316500,4.875,0.7103,480.13,360,428000,5040,568,73.94859813,38,type1,p4,l1,45-54,south,pr,nob/c,0
124772,226500,3.25,0.2953,5135,180,298000,6780,537,76.00671141,37,type1,p3,l1,65-74,south,sr,nob/c,0
124773,1156500,NULL,NULL,NULL,360,NULL,22620,642,NULL,NULL,type1,p4,l1,35-44,south,pr,nob/c,1
124774,276500,4.375,0.8469,7686,360,338000,6480,715,81.80473373,31,type1,p3,l1,55-64,North,pr,nob/c,0
124775,66500,4.125,1.3351,2723.92,180,88000,2340,873,75.56818182,35,type1,p1,l1,25-34,south,pr,nob/c,0
124776,226500,4.375,0.4627,4517.5,360,318000,4440,875,71.22641509,35,type1,p3,l1,45-54,North-East,pr,nob/c,0
124777,726500,NULL,NULL,NULL,360,898000,9900,577,80.90200445,57,type1,p4,l1,25-34,North,pr,nob/c,1
124778,216500,NULL,NULL,NULL,360,248000,NULL,709,87.2983871,NULL,type2,p4,l1,65-74,central,pr,b/c,1
124779,256500,6.24,1.042,NULL,360,958000,14400,606,26.77453027,37,type1,p3,l2,45-54,North,pr,nob/c,0
124780,126500,4.875,1.3041,2723.6,360,168000,2580,676,75.29761905,43,type1,p3,l1,45-54,North,pr,nob/c,0
124781,116500,4.875,0.9996,3075,360,388000,2160,637,30.0257732,37,type1,p2,l1,65-74,south,pr,nob/c,0
124782,726500,4.56,0.3559,0,360,3008000,11520,738,24.15226064,49,type1,p3,l2,55-64,south,pr,nob/c,0
124783,486500,3.49,-0.368,0,360,518000,NULL,682,93.91891892,NULL,type3,p4,l1,25-34,North,pr,nob/c,0
124784,296500,2.99,-0.6887,4385.26,360,378000,NULL,569,78.43915344,NULL,type3,p4,l1,>74,south,pr,nob/c,0
124785,106500,3.375,0.9688,4000,96,358000,6480,645,29.74860335,30,type1,p3,l1,55-64,south,pr,nob/c,0
124786,336500,3.75,0.1898,7950,360,448000,10260,842,75.11160714,41,type1,p3,l1,55-64,south,pr,nob/c,0
124787,456500,3.75,0.0033,1035.32,360,648000,9180,819,70.44753086,25,type1,p3,l1,35-44,central,pr,nob/c,0
124788,106500,NULL,NULL,NULL,360,98000,2220,524,108.6734694,39,type2,p3,l1,55-64,North,pr,b/c,1
124789,226500,NULL,NULL,NULL,360,NULL,22980,596,NULL,NULL,type1,p1,l1,55-64,North,sr,nob/c,1
124790,376500,4.49,1.764,0,360,458000,NULL,733,82.20524017,NULL,type2,p4,l1,45-54,south,pr,b/c,0
124791,106500,4.99,1.1721,2950.56,360,148000,1920,501,71.95945946,45,type1,p1,l1,45-54,central,pr,nob/c,0
124792,246500,3.75,0.4201,7630.51,360,518000,3180,534,47.58687259,42,type1,p3,l1,55-64,North,pr,nob/c,0
124793,326500,NULL,NULL,NULL,360,398000,5820,558,82.03517588,42,type1,p3,l1,35-44,south,pr,nob/c,1
124794,246500,3.875,0.5574,7760,324,318000,5520,555,77.51572327,45,type1,p4,l1,35-44,North,pr,nob/c,0
124795,496500,4.5,0.2045,0,360,558000,8040,744,88.97849462,47,type1,p4,l1,45-54,south,pr,nob/c,0
124796,166500,3.99,0.4642,5135.5,360,328000,2580,617,50.76219512,48,type1,p3,l1,65-74,North,pr,nob/c,0
124797,266500,4.125,0.4942,0,180,608000,6780,708,43.83223684,49,type1,p4,l2,55-64,south,pr,nob/c,0
124798,166500,3.725,-0.0357,252.64,360,3308000,15840,677,5.033252721,8,type1,p4,l1,55-64,south,pr,nob/c,0
124799,966500,NULL,NULL,NULL,360,1308000,8220,850,73.89143731,42,type1,p3,l1,65-74,North,ir,nob/c,1
124800,176500,3.75,0.2883,4213.4,324,428000,3120,554,41.23831776,35,type1,p4,l1,65-74,North,pr,nob/c,0
124801,576500,4,0.2814,7023.5,360,608000,7140,763,94.81907895,43,type1,p1,l1,25-34,south,pr,nob/c,0
124802,276500,NULL,NULL,NULL,360,278000,5880,622,99.46043165,30,type2,p1,l1,35-44,North,pr,b/c,1
124803,236500,NULL,NULL,NULL,360,NULL,2520,693,NULL,NULL,type1,p1,l1,25-34,North,pr,nob/c,1
124804,356500,4.375,1.1547,0,360,378000,9900,561,94.31216931,35,type1,p4,l1,25-34,south,pr,nob/c,0
124805,476500,3.75,0.0325,1309.7,360,708000,11040,748,67.30225989,30,type1,p3,l1,65-74,North,pr,nob/c,0
124806,266500,3.99,0.5331,3900,360,468000,3120,597,56.94444444,41,type1,p3,l1,65-74,south,pr,nob/c,0
124807,516500,4.25,0.2188,1909.78,360,618000,12360,854,83.57605178,37,type1,p1,l1,55-64,North,pr,nob/c,0
124808,316500,4.625,1.9873,5238.71,360,328000,6000,555,96.49390244,38,type2,p1,l1,45-54,central,pr,b/c,0
124809,406500,3.625,-0.173,0,360,698000,11040,616,58.23782235,23,type1,p4,l1,25-34,North,pr,nob/c,0
124810,396500,3.875,0.5036,8954.06,324,478000,6960,698,82.94979079,28,type1,p4,l1,55-64,North,pr,nob/c,0
124811,346500,NULL,NULL,NULL,360,NULL,7680,538,NULL,NULL,type1,p1,l1,55-64,North,pr,nob/c,1
124812,296500,3,-0.567,3664.11,360,448000,NULL,839,66.18303571,NULL,type3,p4,l1,55-64,south,pr,nob/c,0
124813,36500,4.5,1.049,713.1,360,168000,3240,857,21.72619048,33,type2,p2,l1,65-74,North,pr,b/c,0
124814,136500,4.75,0.368,2570.52,360,208000,1860,816,65.625,37,type1,p3,l1,65-74,North,pr,nob/c,0
124815,466500,3.56,-0.0262,5920.28,360,588000,7380,604,79.33673469,30,type1,p1,l1,35-44,North,pr,nob/c,0
124816,326500,NULL,NULL,NULL,360,338000,4920,730,96.59763314,39,type2,p1,l1,55-64,central,pr,b/c,1
124817,216500,4.5,0.9026,3980.63,360,258000,4080,648,83.91472868,35,type1,p3,l1,25-34,south,pr,nob/c,0
124818,256500,4.125,0.3951,2812.5,360,278000,4560,712,92.26618705,39,type1,p1,l1,35-44,North,pr,nob/c,0
124819,196500,3.99,0.3718,3575,360,348000,3240,810,56.46551724,22,type1,p3,l1,65-74,North,pr,nob/c,0
124820,286500,NULL,NULL,NULL,360,298000,2760,721,96.1409396,36,type2,p1,l1,25-34,central,pr,b/c,1
124821,506500,3.875,0.8639,15226.88,360,538000,9480,537,94.14498141,38,type1,p1,l1,25-34,North,pr,nob/c,0
124822,156500,3.75,0.4884,2429.38,360,188000,2100,616,83.24468085,51,type1,p1,l1,65-74,North,pr,nob/c,0
124823,156500,4.99,1.4024,1564,360,188000,1980,675,83.24468085,46,type2,p3,l1,55-64,south,pr,b/c,0
124824,406500,4.125,0.3515,0,324,688000,7260,813,59.08430233,35,type1,p4,l1,65-74,North,pr,nob/c,0
124825,286500,3.625,0.3291,9065.5,324,458000,5220,815,62.55458515,30,type1,p4,l1,45-54,North,pr,nob/c,0
124826,296500,4.75,0.4812,5886.88,360,468000,3360,572,63.35470085,45,type1,p3,l1,65-74,North,pr,nob/c,0
124827,456500,4.125,0.408,0,360,778000,8820,591,58.67609254,30,type1,p4,l1,55-64,south,pr,nob/c,0
124828,216500,4.125,0.5801,6627.5,360,238000,2820,551,90.96638655,41,type1,p1,l1,25-34,south,sr,nob/c,0
124829,666500,3.875,0.3625,15275,360,1108000,10500,853,60.1534296,37,type1,p3,l1,35-44,south,pr,nob/c,0
124830,486500,3.99,0.5051,4823,360,638000,6180,700,76.2539185,40,type1,p4,l1,55-64,south,pr,nob/c,0
124831,506500,4,0.0061,2727,360,838000,12600,765,60.44152745,42,type1,p1,l1,35-44,central,pr,nob/c,0
124832,706500,3.99,0.6244,11780,360,778000,10200,897,90.80976864,37,type1,p4,l1,55-64,North,pr,nob/c,0
124833,606500,NULL,NULL,NULL,360,NULL,6120,674,NULL,NULL,type1,p4,l1,55-64,south,ir,nob/c,1
124834,356500,4.125,0.482,4136.64,360,448000,5460,820,79.57589286,37,type1,p4,l1,35-44,south,pr,nob/c,0
124835,186500,3.125,-0.278,3950,360,308000,1680,765,60.55194805,49,type1,p1,l1,45-54,North,pr,nob/c,0
124836,156500,NULL,NULL,NULL,300,188000,NULL,523,83.24468085,NULL,type2,p4,l1,65-74,south,pr,b/c,1
124837,156500,3.5,0.7281,3825.8,300,188000,3120,893,83.24468085,56,type2,p3,l1,55-64,North,pr,b/c,0
124838,306500,3.625,0.1271,5399.51,360,468000,4440,608,65.49145299,44,type1,p4,l1,65-74,North,pr,nob/c,0
124839,146500,3.75,1.1935,3892.25,360,188000,2160,507,77.92553191,39,type2,p3,l1,65-74,North,pr,b/c,0
124840,186500,NULL,NULL,NULL,360,NULL,3000,862,NULL,NULL,type2,p1,l1,35-44,North,pr,b/c,1
124841,296500,NULL,NULL,NULL,360,NULL,8940,629,NULL,NULL,type3,p3,l1,55-64,North,pr,nob/c,1
124842,396500,3.25,-0.3201,13440.85,360,508000,6480,601,78.0511811,49,type1,p4,l1,55-64,south,pr,nob/c,0
124843,336500,NULL,NULL,NULL,360,NULL,1920,710,NULL,NULL,type1,p3,l1,65-74,North,pr,nob/c,1
124844,216500,3.375,0.1535,9493.75,180,408000,5220,852,53.06372549,24,type1,p3,l1,55-64,North,pr,nob/c,0
124845,316500,4.56,0.3882,1638.75,360,408000,8100,723,77.57352941,31,type1,p3,l1,35-44,south,pr,nob/c,0
124846,216500,4.125,0.7215,2771.64,360,228000,3720,754,94.95614035,37,type1,p1,l1,45-54,south,pr,nob/c,0
124847,346500,3.5,0.0752,0,360,338000,4020,630,102.5147929,48,type3,p1,l1,<25,south,pr,nob/c,0
124848,206500,2.99,0.316,5356,180,278000,4740,628,74.28057554,29,type1,p4,l1,55-64,North,pr,nob/c,0
124849,206500,3.99,0.2681,2623,360,258000,9540,866,80.03875969,11,type1,p1,l1,45-54,central,pr,nob/c,0
124850,616500,3.625,0.112,1690,180,728000,12900,663,84.68406593,47,type1,p1,l1,55-64,south,pr,nob/c,0
124851,216500,4.625,0.4601,0,360,218000,1860,696,99.31192661,54,type3,p1,l1,65-74,North,pr,nob/c,0
124852,296500,3.375,0.2214,0,180,508000,8160,733,58.36614173,31,type1,p4,l1,45-54,south,pr,nob/c,0
124853,146500,4.125,1.4808,1827.12,360,158000,3480,592,92.72151899,41,type2,p1,l1,25-34,central,pr,b/c,0
124854,206500,3.99,0.4437,3250,360,428000,3180,605,48.24766355,49,type1,p2,l1,65-74,south,pr,nob/c,0
124855,396500,3.69,-0.028,0,360,678000,20100,546,58.48082596,9,type1,p4,l1,55-64,North,pr,nob/c,0
124856,536500,3.125,-0.5065,2488.48,360,578000,NULL,752,92.8200692,NULL,type3,p4,l1,35-44,North,pr,nob/c,0
124857,486500,3.625,-0.1049,207.47,360,618000,7560,734,78.72168285,30,type1,p3,l1,25-34,North,pr,nob/c,0
124858,506500,NULL,NULL,NULL,360,668000,11880,612,75.82335329,30,type1,p4,l1,35-44,south,pr,nob/c,1
124859,186500,4.75,0.5776,1350,360,188000,5520,578,99.20212766,24,type3,p3,l2,55-64,south,pr,nob/c,0
124860,496500,NULL,NULL,NULL,360,628000,NULL,835,79.06050955,NULL,type3,p4,l1,45-54,south,pr,nob/c,1
124861,446500,NULL,NULL,NULL,360,NULL,4920,561,NULL,NULL,type1,p3,l1,35-44,North,pr,nob/c,1
124862,136500,4.99,1.4792,NULL,360,198000,6060,703,68.93939394,42,type1,p3,l1,45-54,south,ir,nob/c,0
124863,286500,NULL,NULL,NULL,360,648000,3600,547,44.21296296,24,type1,p4,l1,45-54,North,pr,nob/c,1
124864,456500,NULL,NULL,NULL,360,NULL,6300,502,NULL,NULL,type1,p4,l1,25-34,North,ir,nob/c,1
124865,476500,4.375,-0.1534,7125,360,1418000,10920,504,33.60366714,36,type1,p3,l1,35-44,North,pr,nob/c,0
124866,166500,4.99,0.5068,2900,360,208000,1860,693,80.04807692,42,type1,p3,l1,65-74,south,pr,nob/c,0
124867,396500,NULL,NULL,NULL,360,NULL,7200,596,NULL,NULL,type1,p1,l1,25-34,central,pr,nob/c,1
124868,486500,NULL,NULL,NULL,300,NULL,12060,814,NULL,NULL,type1,p3,l2,45-54,central,pr,nob/c,1
124869,226500,2.99,0.2775,5356.4,180,528000,4080,743,42.89772727,45,type1,p4,l1,55-64,south,pr,nob/c,0
124870,176500,3.99,0.8987,2137.38,240,348000,5280,855,50.7183908,21,type1,p3,l1,55-64,south,pr,nob/c,0
124871,296500,4.625,1.0602,5841.78,360,428000,18420,796,69.27570093,33,type1,p3,l1,55-64,North,pr,nob/c,0
124872,356500,3.99,0.3538,3449.06,348,408000,5100,644,87.37745098,40,type1,p4,l1,35-44,south,pr,nob/c,0
124873,246500,3.375,0.0439,7694.38,360,318000,2280,889,77.51572327,42,type1,p3,l1,55-64,south,pr,nob/c,0
124874,196500,4.875,0.0539,0,360,208000,NULL,594,94.47115385,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
124875,406500,NULL,NULL,NULL,180,678000,49500,538,59.95575221,7,type1,p4,l1,45-54,North,pr,nob/c,1
124876,296500,NULL,NULL,NULL,360,NULL,0,809,NULL,NULL,type3,p4,l1,25-34,North,pr,nob/c,1
124877,226500,4.25,0.0113,NULL,360,378000,5040,612,59.92063492,32,type1,p3,l1,45-54,North,pr,nob/c,0
124878,206500,4.5,0.5531,5896.25,360,268000,3960,602,77.05223881,43,type1,p3,l1,45-54,south,pr,nob/c,0
124879,176500,4.99,1.0634,3500,360,268000,3000,599,65.85820896,36,type1,p3,l1,55-64,North,pr,nob/c,0
124880,486500,3.75,0.1483,3860.27,360,998000,6900,558,48.74749499,44,type1,p3,l1,35-44,North,pr,nob/c,0
124881,176500,3.49,-0.0506,5089.5,360,298000,2640,681,59.22818792,54,type3,p3,l1,>74,central,pr,nob/c,0
124882,516500,4.125,-0.1758,0,360,818000,15240,864,63.14180929,34,type1,p4,l1,55-64,North,pr,nob/c,0
